Loan_ID,Application_Date,Age,Gender,Region,Annual_Income,Employment_Years,Home_Ownership,Education,Loan_Purpose,Credit_Score,Previous_Defaults,Loan_Amount_Requested,Application_Status,Funded_Amount,Interest_Rate,Loan_Term_Months,Loan_Status,Loan_Quality,Total_Received,Total_Interest_Received
LN102088,02-02-2024,64,Male,North,87800,2,RENT,High School,Education,711,0,1500,Approved,1450,8.11,48,Fully Paid,Good Loan,1450,58.8
LN102089,28-08-2024,45,Female,Central,61400,27,MORTGAGE,Master's,Car,527,0,7200,Approved,6280,14.44,60,Current,Good Loan,5519.38,398.5
LN102090,16-10-2024,39,Male,East,104300,28,RENT,Master's,Business,713,1,2200,Approved,2070,7.73,60,Fully Paid,Good Loan,2070,80.01
LN102091,10-06-2022,59,Female,East,36700,19,RENT,Bachelor's,Car,613,0,10200,Rejected,0,,60,Not Funded,N/A,0,0
LN102092,05-02-2023,35,Male,North,42300,32,MORTGAGE,Bachelor's,Business,625,0,25800,Approved,25270,12.53,60,Current,Good Loan,14869.94,931.6
LN102093,17-07-2022,36,Male,Central,70800,21,RENT,Bachelor's,Personal,361,0,6900,Rejected,0,,60,Not Funded,N/A,0,0
LN102094,22-10-2023,47,Male,South,87200,7,MORTGAGE,Bachelor's,Education,428,0,4200,Approved,3660,16.38,24,Fully Paid,Good Loan,3660,299.75
LN102095,06-12-2024,60,Male,North,26000,23,RENT,Bachelor's,Home Improvement,751,0,38900,Approved,34570,7.37,60,Fully Paid,Good Loan,34570,1273.9
LN102096,03-02-2023,30,Female,South,48600,19,RENT,Bachelor's,Medical,708,0,39900,Approved,37730,9.48,24,Current,Good Loan,13529.34,641.29
LN102097,19-03-2022,24,Male,Central,64800,11,RENT,High School,Business,722,0,25800,Approved,25460,8.67,24,Fully Paid,Good Loan,25460,1103.69
LN102098,04-05-2022,39,Male,West,77100,19,MORTGAGE,High School,Car,529,0,5200,Approved,5120,12.93,24,Charged Off,Bad Loan,1586.7,102.58
LN102099,16-03-2022,48,Male,West,84200,19,RENT,Master's,Car,811,0,33000,Approved,29830,5.42,36,Fully Paid,Good Loan,29830,808.39
LN102100,17-05-2022,41,Male,South,52400,3,RENT,Master's,Education,637,0,22000,Approved,21440,10.04,24,Current,Good Loan,6929.36,347.85
LN102101,25-08-2023,34,Male,Central,31100,29,MORTGAGE,Master's,Car,545,0,8100,Rejected,0,,36,Not Funded,N/A,0,0
LN102102,16-04-2024,53,Male,West,22800,30,MORTGAGE,Bachelor's,Home Improvement,503,0,23500,Rejected,0,,24,Not Funded,N/A,0,0
LN102103,15-05-2023,30,Female,West,49900,21,RENT,High School,Debt Consolidation,492,2,2500,Rejected,0,,24,Not Funded,N/A,0,0
LN102104,18-05-2022,39,Female,Central,47600,14,OWN,Bachelor's,Education,658,0,38900,Approved,37020,9.43,24,Fully Paid,Good Loan,37020,1745.49
LN102105,19-02-2022,50,Male,South,37900,27,OWN,High School,Medical,553,0,33200,Rejected,0,,48,Not Funded,N/A,0,0
LN102106,30-08-2024,42,Male,East,81000,10,RENT,Bachelor's,Debt Consolidation,583,0,11200,Approved,10150,12.38,36,Current,Good Loan,8527.24,527.84
LN102107,11-09-2022,23,Male,Central,32300,13,RENT,Bachelor's,Medical,517,0,17300,Rejected,0,,36,Not Funded,N/A,0,0
LN102108,11-12-2023,57,Male,West,40200,10,OWN,Bachelor's,Education,481,0,16400,Rejected,0,,48,Not Funded,N/A,0,0
LN102109,17-07-2023,61,Female,East,91600,8,RENT,PhD,Debt Consolidation,522,0,34600,Approved,32440,12.36,60,Current,Good Loan,26973,1666.93
LN102110,27-01-2024,38,Female,North,38200,23,OWN,Bachelor's,Business,507,0,14800,Rejected,0,,24,Not Funded,N/A,0,0
LN102111,01-07-2023,31,Female,West,62700,9,RENT,Bachelor's,Debt Consolidation,722,0,2900,Approved,2520,8.39,12,Fully Paid,Good Loan,2520,105.71
LN102112,10-07-2024,22,Male,East,53900,31,MORTGAGE,High School,Home Improvement,469,1,9400,Rejected,0,,36,Not Funded,N/A,0,0
LN102113,04-08-2023,32,Male,North,60400,19,OWN,High School,Car,438,1,9400,Rejected,0,,36,Not Funded,N/A,0,0
LN102114,18-02-2022,26,Female,Central,80600,13,RENT,Bachelor's,Debt Consolidation,502,0,38000,Rejected,0,,12,Not Funded,N/A,0,0
LN102115,05-07-2024,63,Male,South,62700,3,RENT,Bachelor's,Business,553,0,37000,Approved,34050,12.94,12,Current,Good Loan,23802.82,1540.04
LN102116,05-12-2023,60,Male,South,29000,23,MORTGAGE,Bachelor's,Education,465,0,12700,Rejected,0,,12,Not Funded,N/A,0,0
LN102117,18-09-2022,64,Female,West,31300,31,OWN,Master's,Personal,695,0,1100,Approved,990,9.27,48,Fully Paid,Good Loan,990,45.89
LN102118,22-12-2022,49,Female,East,61900,9,RENT,Bachelor's,Medical,725,0,21200,Approved,19920,9.84,24,Current,Good Loan,7237.6,356.09
LN102119,30-09-2023,50,Female,North,35800,15,OWN,Bachelor's,Debt Consolidation,746,0,32100,Approved,29540,7.08,24,Current,Good Loan,17523.69,620.34
LN102120,13-01-2024,22,Male,South,83300,31,MORTGAGE,Bachelor's,Personal,805,0,11500,Approved,9780,5.91,12,Fully Paid,Good Loan,9780,289
LN102121,06-10-2024,29,Male,North,62300,17,OWN,High School,Business,436,0,18100,Rejected,0,,60,Not Funded,N/A,0,0
LN102122,19-07-2024,22,Male,North,25000,24,MORTGAGE,Bachelor's,Home Improvement,705,0,7700,Approved,6710,8.64,24,Fully Paid,Good Loan,6710,289.87
LN102123,03-10-2023,49,Female,North,126800,6,MORTGAGE,Bachelor's,Debt Consolidation,530,0,13800,Approved,13130,14.72,60,Current,Good Loan,4887.11,359.69
LN102124,02-03-2024,53,Male,North,45900,17,MORTGAGE,High School,Personal,543,0,30600,Rejected,0,,24,Not Funded,N/A,0,0
LN102125,04-09-2023,30,Female,South,49300,17,RENT,Master's,Business,585,1,17700,Rejected,0,,60,Not Funded,N/A,0,0
LN102126,19-03-2024,54,Female,East,65500,2,OWN,High School,Personal,353,0,18400,Rejected,0,,48,Not Funded,N/A,0,0
LN102127,17-11-2023,64,Male,Central,52100,0,RENT,High School,Debt Consolidation,691,0,31800,Rejected,0,,24,Not Funded,N/A,0,0
LN102128,07-07-2022,28,Male,East,83500,32,RENT,High School,Business,569,0,30800,Rejected,0,,24,Not Funded,N/A,0,0
LN102129,11-09-2024,57,Male,West,34300,6,MORTGAGE,Bachelor's,Debt Consolidation,688,0,8300,Approved,7100,8.6,36,Charged Off,Bad Loan,1129.1,48.55
LN102130,02-07-2023,53,Female,South,90800,9,RENT,Bachelor's,Business,312,0,17200,Rejected,0,,24,Not Funded,N/A,0,0
LN102131,26-12-2023,26,Female,West,73600,7,MORTGAGE,Bachelor's,Car,642,0,34100,Approved,30020,11.24,36,Charged Off,Bad Loan,74.92,4.21
LN102132,14-07-2024,64,Female,East,38200,31,MORTGAGE,High School,Debt Consolidation,638,2,18800,Rejected,0,,12,Not Funded,N/A,0,0
LN102133,25-05-2024,60,Male,South,60700,22,RENT,High School,Debt Consolidation,323,1,26800,Rejected,0,,36,Not Funded,N/A,0,0
LN102134,10-09-2023,39,Male,North,93500,16,RENT,High School,Education,334,0,12900,Rejected,0,,12,Not Funded,N/A,0,0
LN102135,18-02-2023,52,Female,South,68500,13,MORTGAGE,High School,Debt Consolidation,785,0,3300,Approved,3120,7.17,24,Current,Good Loan,840.82,30.14
LN102136,21-06-2024,47,Male,East,57900,16,OWN,Bachelor's,Business,721,0,7400,Approved,7020,8.11,36,Current,Good Loan,1818.67,73.75
LN102137,12-06-2022,21,Female,South,71700,24,MORTGAGE,Bachelor's,Home Improvement,589,0,16700,Approved,15950,11.83,12,Charged Off,Bad Loan,1667.57,98.64
LN102138,27-09-2022,63,Female,Central,74500,20,RENT,Bachelor's,Car,589,0,14800,Approved,13360,12.48,36,Current,Good Loan,4001,249.66
LN102139,24-09-2023,53,Male,South,43100,5,OWN,High School,Debt Consolidation,318,0,35900,Rejected,0,,12,Not Funded,N/A,0,0
LN102140,24-06-2024,60,Male,North,58100,19,RENT,PhD,Car,591,1,22300,Approved,20390,11.37,36,Fully Paid,Good Loan,20390,1159.17
LN102141,24-07-2022,52,Male,East,79400,19,RENT,Master's,Medical,677,1,25500,Approved,23840,8.93,12,Fully Paid,Good Loan,23840,1064.46
LN102142,05-08-2023,25,Male,Central,57500,25,RENT,Master's,Debt Consolidation,453,0,27900,Rejected,0,,60,Not Funded,N/A,0,0
LN102143,20-04-2024,37,Female,South,39200,31,RENT,High School,Debt Consolidation,427,0,21700,Rejected,0,,24,Not Funded,N/A,0,0
LN102144,19-08-2023,28,Female,East,61500,7,MORTGAGE,High School,Personal,732,0,31000,Approved,30290,8.25,24,Current,Good Loan,8990.49,370.86
LN102145,07-09-2022,62,Female,South,45400,28,MORTGAGE,Bachelor's,Business,569,0,31500,Rejected,0,,36,Not Funded,N/A,0,0
LN102146,24-05-2024,54,Female,East,70400,16,MORTGAGE,High School,Home Improvement,814,0,14700,Approved,12940,5.07,12,Fully Paid,Good Loan,12940,328.03
LN102147,15-07-2022,29,Male,West,103000,17,MORTGAGE,Bachelor's,Debt Consolidation,557,1,4300,Approved,3920,14.04,60,Current,Good Loan,3483.07,244.51
LN102148,21-11-2023,43,Male,Central,73500,17,RENT,High School,Debt Consolidation,641,0,39500,Rejected,0,,24,Not Funded,N/A,0,0
LN102149,29-12-2024,55,Female,North,37400,10,MORTGAGE,High School,Business,801,2,26100,Rejected,0,,36,Not Funded,N/A,0,0
LN102150,01-10-2023,27,Male,South,62100,11,RENT,High School,Business,716,0,28600,Approved,24410,9.08,24,Current,Good Loan,8988.61,408.08
LN102151,03-11-2023,35,Female,East,17000,14,MORTGAGE,Bachelor's,Medical,399,0,30500,Rejected,0,,60,Not Funded,N/A,0,0
LN102152,01-08-2024,40,Female,North,51800,25,RENT,Bachelor's,Car,693,0,24900,Approved,24380,8.82,24,Current,Good Loan,13856.82,611.09
LN102153,18-07-2022,45,Male,West,82700,2,RENT,High School,Home Improvement,352,0,19400,Rejected,0,,48,Not Funded,N/A,0,0
LN102154,07-05-2023,23,Male,East,64900,2,RENT,High School,Debt Consolidation,727,0,39400,Approved,38790,6.77,60,Fully Paid,Good Loan,38790,1313.04
LN102155,14-06-2024,44,Male,South,56900,34,OWN,Bachelor's,Medical,448,0,29400,Rejected,0,,12,Not Funded,N/A,0,0
LN102156,22-05-2022,54,Female,West,141300,8,MORTGAGE,Bachelor's,Business,750,0,34000,Approved,31670,7.22,60,Current,Good Loan,14913.34,538.37
LN102157,14-06-2022,42,Male,South,25200,3,OWN,Bachelor's,Personal,833,0,18100,Approved,16130,4.29,36,Charged Off,Bad Loan,2983.81,64
LN102158,10-11-2022,31,Female,Central,27800,19,RENT,Master's,Medical,831,1,36300,Rejected,0,,12,Not Funded,N/A,0,0
LN102159,21-01-2022,28,Female,West,67300,14,OWN,High School,Home Improvement,665,0,29600,Approved,27330,10.43,24,Fully Paid,Good Loan,27330,1425.26
LN102160,10-09-2024,59,Female,West,81200,28,RENT,Bachelor's,Home Improvement,623,0,30100,Approved,27880,13.31,60,Charged Off,Bad Loan,5144.34,342.36
LN102161,01-11-2022,63,Male,North,82700,4,MORTGAGE,Bachelor's,Debt Consolidation,819,0,4400,Approved,4170,6.8,12,Fully Paid,Good Loan,4170,141.78
LN102162,06-01-2023,55,Male,Central,41900,6,RENT,Bachelor's,Business,545,0,25100,Rejected,0,,24,Not Funded,N/A,0,0
LN102163,02-05-2024,58,Female,West,37100,7,RENT,High School,Medical,748,1,14100,Approved,13960,7.84,60,Current,Good Loan,5820.29,228.16
LN102164,19-01-2023,28,Female,South,34700,31,MORTGAGE,Bachelor's,Education,453,0,27100,Approved,26270,16.09,12,Current,Good Loan,21466.87,1727.01
LN102165,21-03-2023,57,Male,South,62600,32,MORTGAGE,Master's,Home Improvement,545,0,23200,Rejected,0,,36,Not Funded,N/A,0,0
LN102166,01-03-2023,47,Female,South,34800,31,MORTGAGE,PhD,Car,342,1,5300,Rejected,0,,24,Not Funded,N/A,0,0
LN102167,10-06-2022,48,Female,Central,89500,33,RENT,Bachelor's,Debt Consolidation,692,1,21700,Rejected,0,,24,Not Funded,N/A,0,0
LN102168,21-09-2023,60,Male,Central,53600,24,MORTGAGE,Bachelor's,Debt Consolidation,462,0,18600,Rejected,0,,36,Not Funded,N/A,0,0
LN102169,13-06-2024,54,Male,Central,39500,31,RENT,Bachelor's,Home Improvement,765,0,31300,Approved,27870,7.79,36,Charged Off,Bad Loan,421.74,16.43
LN102170,05-05-2023,52,Female,West,39500,1,RENT,High School,Medical,811,2,20600,Rejected,0,,36,Not Funded,N/A,0,0
LN102171,13-10-2024,35,Male,South,27200,8,OWN,High School,Education,446,0,19800,Rejected,0,,12,Not Funded,N/A,0,0
LN102172,23-11-2022,64,Male,North,37900,28,MORTGAGE,Bachelor's,Home Improvement,455,0,29100,Rejected,0,,36,Not Funded,N/A,0,0
LN102173,21-08-2023,37,Female,North,42200,17,OWN,Bachelor's,Education,814,0,27100,Approved,26490,6.03,48,Fully Paid,Good Loan,26490,798.67
LN102174,11-10-2024,53,Male,North,65100,21,RENT,High School,Debt Consolidation,445,0,39700,Rejected,0,,12,Not Funded,N/A,0,0
LN102175,16-10-2022,36,Male,East,51800,34,OWN,Master's,Debt Consolidation,811,1,14700,Approved,12530,6.38,36,Current,Good Loan,6979.14,222.63
LN102176,16-08-2023,49,Female,Central,36800,14,MORTGAGE,High School,Education,568,0,27800,Rejected,0,,36,Not Funded,N/A,0,0
LN102177,27-07-2023,29,Female,Central,31200,6,MORTGAGE,Bachelor's,Debt Consolidation,710,0,7500,Approved,6940,8.32,48,Fully Paid,Good Loan,6940,288.7
LN102178,28-01-2022,53,Female,South,48700,12,RENT,Master's,Debt Consolidation,543,0,32400,Approved,29180,12.87,60,Current,Good Loan,21346.53,1373.65
LN102179,11-08-2024,49,Female,West,21500,15,MORTGAGE,High School,Debt Consolidation,595,1,31700,Rejected,0,,36,Not Funded,N/A,0,0
LN102180,12-02-2022,33,Male,East,47000,20,MORTGAGE,High School,Home Improvement,613,0,29300,Rejected,0,,24,Not Funded,N/A,0,0
LN102181,27-02-2023,41,Male,East,89500,27,RENT,High School,Car,579,0,5600,Approved,4820,12.99,36,Current,Good Loan,2344.55,152.28
LN102182,26-06-2022,41,Male,West,49500,9,MORTGAGE,Master's,Car,776,0,39500,Approved,36800,7.36,12,Fully Paid,Good Loan,36800,1354.24
LN102183,13-06-2023,25,Male,South,58200,18,RENT,Bachelor's,Car,418,0,37800,Approved,34040,17.43,12,Fully Paid,Good Loan,34040,2966.59
LN102184,23-08-2024,30,Female,Central,55100,16,MORTGAGE,High School,Debt Consolidation,833,0,15400,Approved,15320,4,36,Fully Paid,Good Loan,15320,306.4
LN102185,17-07-2022,26,Female,West,29000,0,OWN,Master's,Personal,773,1,23500,Approved,21650,9.14,12,Fully Paid,Good Loan,21650,989.41
LN102186,02-09-2023,33,Male,West,119500,12,RENT,Bachelor's,Business,511,0,35700,Approved,35310,11.07,24,Charged Off,Bad Loan,5264.93,291.41
LN102187,21-04-2024,21,Male,South,45100,19,MORTGAGE,High School,Car,765,1,20300,Rejected,0,,36,Not Funded,N/A,0,0
LN102188,02-05-2024,40,Male,North,54100,5,RENT,Bachelor's,Personal,465,0,24400,Rejected,0,,24,Not Funded,N/A,0,0
LN102189,22-01-2022,28,Male,South,40300,22,MORTGAGE,Bachelor's,Business,779,0,24500,Approved,22240,5.66,48,Fully Paid,Good Loan,22240,629.39
LN102190,16-12-2024,30,Male,West,90400,23,OWN,High School,Debt Consolidation,682,0,26300,Approved,25850,9.71,60,Fully Paid,Good Loan,25850,1255.02
LN102191,25-12-2024,29,Male,Central,28100,4,RENT,Bachelor's,Business,360,1,23400,Rejected,0,,48,Not Funded,N/A,0,0
LN102192,21-04-2024,61,Female,South,97300,31,RENT,High School,Home Improvement,578,0,16800,Approved,16360,11.81,36,Fully Paid,Good Loan,16360,966.06
LN102193,08-04-2022,23,Male,West,47200,16,MORTGAGE,Bachelor's,Debt Consolidation,508,0,22000,Rejected,0,,60,Not Funded,N/A,0,0
LN102194,11-03-2023,31,Male,East,42600,10,MORTGAGE,High School,Debt Consolidation,336,0,35000,Rejected,0,,36,Not Funded,N/A,0,0
LN102195,29-09-2023,32,Female,South,40800,26,RENT,High School,Business,433,0,34700,Rejected,0,,60,Not Funded,N/A,0,0
LN102196,11-08-2023,30,Male,West,122300,3,RENT,Master's,Debt Consolidation,711,0,31100,Approved,29450,7.27,36,Current,Good Loan,25534.29,928.17
LN102197,10-12-2022,45,Male,West,26300,22,RENT,Bachelor's,Car,447,0,17200,Rejected,0,,60,Not Funded,N/A,0,0
LN102198,25-07-2023,45,Male,North,42600,22,RENT,High School,Debt Consolidation,696,0,31700,Approved,29110,9.4,24,Fully Paid,Good Loan,29110,1368.17
LN102199,03-09-2023,31,Male,South,30300,33,MORTGAGE,Master's,Business,551,0,16100,Rejected,0,,12,Not Funded,N/A,0,0
LN102200,31-08-2022,56,Male,East,24000,20,RENT,Master's,Debt Consolidation,802,0,26900,Approved,25440,7.33,36,Current,Good Loan,14935.55,547.39
LN102201,15-07-2023,59,Female,North,97500,21,MORTGAGE,High School,Car,806,0,23100,Approved,20320,5.83,48,Current,Good Loan,14203.64,414.04
LN102202,17-08-2024,46,Male,Central,53500,0,RENT,Bachelor's,Education,543,0,12700,Approved,11880,15.04,48,Charged Off,Bad Loan,1377.13,103.56
LN102203,01-02-2022,34,Female,East,32100,31,RENT,Bachelor's,Debt Consolidation,666,0,18700,Approved,16180,11.25,36,Current,Good Loan,7557.37,425.1
LN102204,26-01-2023,59,Male,North,78700,27,RENT,Bachelor's,Medical,749,0,33400,Approved,32450,6.95,24,Fully Paid,Good Loan,32450,1127.64
LN102205,04-10-2022,60,Male,North,45200,17,MORTGAGE,Master's,Debt Consolidation,419,1,36600,Rejected,0,,36,Not Funded,N/A,0,0
LN102206,16-06-2023,21,Male,Central,40500,6,RENT,Bachelor's,Medical,608,0,9000,Rejected,0,,60,Not Funded,N/A,0,0
LN102207,18-01-2023,24,Male,West,70200,5,OWN,PhD,Business,511,0,18800,Rejected,0,,12,Not Funded,N/A,0,0
LN102208,27-12-2024,50,Male,West,44800,13,RENT,Master's,Debt Consolidation,583,1,17900,Rejected,0,,24,Not Funded,N/A,0,0
LN102209,02-06-2024,32,Male,North,35100,29,RENT,High School,Business,553,1,20100,Rejected,0,,12,Not Funded,N/A,0,0
LN102210,02-08-2022,55,Male,Central,74100,13,MORTGAGE,Master's,Debt Consolidation,829,0,39100,Approved,36310,6.74,48,Fully Paid,Good Loan,36310,1223.65
LN102211,11-01-2023,33,Male,South,50800,8,RENT,Bachelor's,Education,562,2,21200,Rejected,0,,12,Not Funded,N/A,0,0
LN102212,14-01-2024,51,Male,West,75800,30,MORTGAGE,Bachelor's,Medical,576,0,33400,Approved,32750,12.91,12,Current,Good Loan,9053.21,584.38
LN102213,01-08-2022,58,Male,Central,45200,1,OWN,Master's,Medical,340,2,26900,Rejected,0,,36,Not Funded,N/A,0,0
LN102214,20-03-2022,63,Male,North,85700,17,RENT,Bachelor's,Car,722,0,5200,Approved,4540,7.17,48,Fully Paid,Good Loan,4540,162.76
LN102215,20-09-2023,43,Female,East,54500,4,MORTGAGE,High School,Education,808,0,28100,Approved,26810,6.53,12,Fully Paid,Good Loan,26810,875.35
LN102216,27-08-2023,24,Female,North,87300,25,MORTGAGE,Master's,Business,663,1,26200,Approved,25010,10.72,60,Current,Good Loan,17629.25,944.93
LN102217,21-02-2024,36,Male,East,86000,22,OWN,High School,Car,842,0,30600,Approved,27830,5.9,12,Charged Off,Bad Loan,9125.41,269.2
LN102218,27-09-2024,27,Male,South,94500,11,RENT,Bachelor's,Car,760,0,3900,Approved,3400,7.1,36,Current,Good Loan,1920,68.16
LN102219,11-11-2023,42,Male,Central,55900,13,RENT,Bachelor's,Medical,752,0,10400,Approved,9050,8.02,24,Fully Paid,Good Loan,9050,362.9
LN102220,27-02-2022,49,Female,South,64400,12,MORTGAGE,High School,Personal,614,0,31000,Approved,29790,11.64,24,Charged Off,Bad Loan,4787.04,278.61
LN102221,15-11-2024,31,Male,East,48800,34,RENT,Master's,Personal,659,0,15500,Approved,13690,10.29,24,Current,Good Loan,3897.63,200.53
LN102222,30-05-2024,53,Female,Central,36200,14,MORTGAGE,High School,Debt Consolidation,533,0,36500,Approved,34330,14.69,60,Fully Paid,Good Loan,34330,2521.54
LN102223,23-03-2023,49,Male,Central,133500,34,OWN,PhD,Debt Consolidation,342,0,21200,Rejected,0,,12,Not Funded,N/A,0,0
LN102224,07-03-2022,59,Male,East,38600,18,RENT,Master's,Home Improvement,527,0,1000,Approved,940,12.77,48,Fully Paid,Good Loan,940,60.02
LN102225,03-12-2024,32,Male,South,81400,14,MORTGAGE,Bachelor's,Personal,632,0,28300,Approved,28190,9.64,12,Fully Paid,Good Loan,28190,1358.76
LN102226,08-10-2024,27,Male,North,75100,7,OWN,Bachelor's,Debt Consolidation,791,0,21000,Approved,19880,7.77,24,Fully Paid,Good Loan,19880,772.34
LN102227,15-08-2022,59,Female,North,58800,22,OWN,Bachelor's,Medical,505,0,13400,Rejected,0,,24,Not Funded,N/A,0,0
LN102228,13-02-2024,62,Male,East,50500,12,MORTGAGE,Bachelor's,Car,388,0,1800,Rejected,0,,48,Not Funded,N/A,0,0
LN102229,10-11-2023,46,Male,North,50800,22,MORTGAGE,Bachelor's,Personal,398,1,8800,Rejected,0,,12,Not Funded,N/A,0,0
LN102230,24-08-2023,60,Female,South,40300,30,RENT,Master's,Education,336,0,7300,Rejected,0,,24,Not Funded,N/A,0,0
LN102231,14-01-2023,29,Female,North,56500,29,OWN,Bachelor's,Home Improvement,673,0,23700,Approved,21840,7.19,48,Fully Paid,Good Loan,21840,785.15
LN102232,10-12-2023,61,Male,East,31800,1,RENT,Master's,Debt Consolidation,690,0,31000,Approved,30780,8.56,36,Fully Paid,Good Loan,30780,1317.38
LN102233,03-11-2022,54,Male,South,75800,10,RENT,Bachelor's,Personal,733,1,10100,Approved,8860,8.28,24,Current,Good Loan,7898.72,327.01
LN102234,18-02-2024,33,Male,North,48900,24,RENT,Bachelor's,Personal,785,0,28200,Approved,24020,7.19,36,Fully Paid,Good Loan,24020,863.52
LN102235,19-05-2023,56,Male,South,35100,28,MORTGAGE,High School,Car,691,0,36100,Rejected,0,,12,Not Funded,N/A,0,0
LN102236,25-09-2022,45,Female,East,30500,21,RENT,Bachelor's,Personal,655,2,25200,Rejected,0,,60,Not Funded,N/A,0,0
LN102237,08-01-2022,44,Male,West,51100,18,MORTGAGE,Master's,Debt Consolidation,354,0,31300,Rejected,0,,12,Not Funded,N/A,0,0
LN102238,23-05-2023,64,Male,South,51900,8,MORTGAGE,Bachelor's,Education,613,1,9000,Approved,8010,12.19,60,Fully Paid,Good Loan,8010,488.21
LN102239,21-04-2023,37,Male,West,42900,28,RENT,Master's,Debt Consolidation,403,0,3900,Rejected,0,,48,Not Funded,N/A,0,0
LN102240,13-06-2022,22,Female,North,67900,9,RENT,Master's,Medical,315,0,15300,Rejected,0,,60,Not Funded,N/A,0,0
LN102241,30-04-2023,33,Male,North,63400,21,RENT,High School,Debt Consolidation,708,0,28700,Approved,27360,10.53,48,Current,Good Loan,21694.05,1142.19
LN102242,21-07-2023,51,Male,North,55600,23,RENT,High School,Debt Consolidation,328,0,27800,Rejected,0,,24,Not Funded,N/A,0,0
LN102243,23-06-2024,49,Female,East,35700,7,RENT,Bachelor's,Car,655,0,38200,Approved,33320,10.09,12,Current,Good Loan,29367.97,1481.61
LN102244,13-07-2023,48,Male,West,38800,5,RENT,Bachelor's,Medical,678,0,25600,Approved,21950,9.3,48,Current,Good Loan,14786.04,687.55
LN102245,26-08-2022,47,Female,North,28900,6,OWN,High School,Personal,810,0,17000,Rejected,0,,12,Not Funded,N/A,0,0
LN102246,08-07-2023,35,Male,East,49700,19,MORTGAGE,High School,Education,646,1,32100,Rejected,0,,12,Not Funded,N/A,0,0
LN102247,07-04-2024,51,Male,East,69700,16,MORTGAGE,Master's,Home Improvement,802,1,7000,Approved,6350,5.06,48,Charged Off,Bad Loan,1773.97,44.88
LN102248,13-04-2023,60,Female,Central,31400,7,RENT,Bachelor's,Business,324,0,32700,Rejected,0,,48,Not Funded,N/A,0,0
LN102249,21-01-2023,35,Female,West,42100,12,RENT,Bachelor's,Personal,391,0,15300,Rejected,0,,60,Not Funded,N/A,0,0
LN102250,14-02-2024,53,Male,West,52900,23,MORTGAGE,Bachelor's,Education,628,0,7000,Approved,6430,13.52,24,Fully Paid,Good Loan,6430,434.67
LN102251,27-04-2024,40,Female,East,69700,30,MORTGAGE,High School,Car,837,0,7300,Approved,7100,4.39,24,Current,Good Loan,1965.25,43.14
